Commodity,Mandi,State,District,Date,Price,Min_Price,Max_Price
Goat,Bangarpet APMC,Karnataka,Kolar,2026-06-19,8000,7000,10000
Brinjal,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,3500,3000,4000
Bunch Beans,Davangere APMC,Karnataka,Davangere,2026-06-19,2000,900,2800
Jowar(Sorghum),Gadag APMC,Karnataka,Gadag,2026-06-19,4124,3844,4821
Jowar(Sorghum),Davangere APMC,Karnataka,Davangere,2026-06-19,4665,3421,5850
Bengal Gram(Gram)(Whole),Vijayapura APMC,Karnataka,Vijayapura,2026-06-19,5754,5634,5874
Bengal Gram(Gram)(Whole),Talikot APMC,Karnataka,Vijayapura,2026-06-19,5811,5811,5811
Bengal Gram(Gram)(Whole),Gadag APMC,Karnataka,Gadag,2026-06-19,5987,5400,6200
Bengal Gram(Gram)(Whole),Ballari APMC,Karnataka,Bellary,2026-06-19,5622,5556,5705
Bengal Gram(Gram)(Whole),Chittapur APMC,Karnataka,Kalaburagi,2026-06-19,6000,5000,6200
Bengal Gram(Gram)(Whole),Raichur APMC,Karnataka,Raichur,2026-06-19,5166,5166,5166
Bengal Gram(Gram)(Whole),Annigeri APMC,Karnataka,Dharwad,2026-06-19,4000,4000,4000
Sunflower/Sunflower Seed,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,5000,4800,5300
Red gram/Arhar/Tur(whole),Sedam APMC,Karnataka,Kalaburagi,2026-06-19,7487,5500,8000
Red gram/Arhar/Tur(whole),Chincholi APMC,Karnataka,Kalaburagi,2026-06-19,7400,7300,7600
Banana,Udupi APMC,Karnataka,Udupi,2026-06-19,3000,2000,4000
Tomato,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,3500,3400,3600
Tomato,Davangere APMC,Karnataka,Davangere,2026-06-19,2200,900,3200
Tomato,Kolar APMC,Karnataka,Kolar,2026-06-19,1600,330,2330
Tomato,Mysuru APMC,Karnataka,Mysuru,2026-06-19,2600,2500,2700
Tomato,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-19,3000,2800,3200
Tomato,Srinivasapur APMC,Karnataka,Kolar,2026-06-19,1667,667,2200
Beans,Mysuru APMC,Karnataka,Mysuru,2026-06-19,7000,6000,8000
Tender Coconut,Pandavapura APMC,Karnataka,Mandya,2026-06-19,25000,24000,26000
Tender Coconut,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-19,22000,22000,22000
Tender Coconut,Hunsur APMC,Karnataka,Mysuru,2026-06-19,20000,20000,20000
Tender Coconut,Maddur APMC,Karnataka,Mandya,2026-06-19,20000,15000,25000
Capsicum,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-19,2000,1500,2500
Ginger(Green),Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,8000,5000,10000
Ginger(Green),Mysuru APMC,Karnataka,Mysuru,2026-06-19,8900,8800,9000
Ginger(Green),Belur APMC,Karnataka,Hassan,2026-06-19,2000,2000,2000
Mango(Raw-Ripe),Hospet APMC,Karnataka,Vijayanagara,2026-06-19,3000,3000,3000
Drumstick,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,4800,4600,5000
Drumstick,Hoskote APMC,Karnataka,Bengaluru Rural,2026-06-19,7000,6000,8500
Drumstick,Shimoga APMC,Karnataka,Shivamogga,2026-06-19,7000,6000,8000
Arecanut(Betelnut/Supari),Hosanagara APMC,Karnataka,Shivamogga,2026-06-19,38699,36099,41409
Arecanut(Betelnut/Supari),Yellapur APMC,Karnataka,Uttara Kannada,2026-06-19,32899,22699,35799
Arecanut(Betelnut/Supari),Hosanagara APMC,Karnataka,Shivamogga,2026-06-19,52699,44999,54099
Arecanut(Betelnut/Supari),Siddapur APMC,Karnataka,Uttara Kannada,2026-06-19,49489,44119,50099
Arecanut(Betelnut/Supari),Sagar APMC,Karnataka,Shivamogga,2026-06-19,20870,9000,21809
Arecanut(Betelnut/Supari),Siddapur APMC,Karnataka,Uttara Kannada,2026-06-19,41899,41600,46199
Carrot,Nanjangud APMC,Karnataka,Mysuru,2026-06-19,2777,2380,3333
Carrot,Shimoga APMC,Karnataka,Shivamogga,2026-06-19,3500,3000,4000
Sweet Potato,Udupi APMC,Karnataka,Udupi,2026-06-19,1600,1500,1600
Alsandikai,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,3400,3200,3500
Carrot,Mulbagal APMC,Karnataka,Kolar,2026-06-19,1500,1000,2000
Arecanut(Betelnut/Supari),Yellapur APMC,Karnataka,Uttara Kannada,2026-06-19,32899,16899,36999
Arecanut(Betelnut/Supari),Yellapur APMC,Karnataka,Uttara Kannada,2026-06-19,46699,37778,48509
Capsicum,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,3400,3200,3500
Coconut,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-19,18530,14000,21000
Capsicum,Kolar APMC,Karnataka,Kolar,2026-06-19,6500,6000,7000
Beetroot,Bangarpet APMC,Karnataka,Kolar,2026-06-19,1500,1000,1700
Banana - Green,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-19,5000,4000,6000
Bottle gourd,Davangere APMC,Karnataka,Davangere,2026-06-19,1200,800,1700
Bottle gourd,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,2000,1500,2500
Green Chilli,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-19,1800,1700,1900
Copra,Sira APMC,Karnataka,Tumakuru,2026-06-19,31500,31500,31500
Copra,Huliyar APMC,Karnataka,Tumakuru,2026-06-19,30124,30000,31200
Copra,Turvekere APMC,Karnataka,Tumakuru,2026-06-19,30000,29000,30000
Copra,Channarayapatna APMC,Karnataka,Hassan,2026-06-19,21000,20000,21000
Copra,Huliyar APMC,Karnataka,Tumakuru,2026-06-19,23000,12000,23521
Copra,Maddur APMC,Karnataka,Mandya,2026-06-19,17000,17000,17000
Copra,Huliyar APMC,Karnataka,Tumakuru,2026-06-19,11000,10950,11256
Copra,Arasikere APMC,Karnataka,Hassan,2026-06-19,9000,8000,11000
Copra,Tumakuru APMC,Karnataka,Tumakuru,2026-06-19,21000,19000,23000
Papaya,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,1200,800,1400
Kulthi(Horse Gram),Gundlupet APMC,Karnataka,Chamarajanagar,2026-06-19,4500,4500,5300
Kulthi(Horse Gram),Mysuru APMC,Karnataka,Mysuru,2026-06-19,4500,4500,4500
Kulthi(Horse Gram),Sira APMC,Karnataka,Tumakuru,2026-06-19,4800,4800,4800
Foxtail Millet(Navane),Ballari APMC,Karnataka,Bellary,2026-06-19,3028,2908,3456
Green Chilli,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,4400,4200,4600
Green Chilli,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,4000,3000,4800
Green Chilli,Santhesargur APMC,Karnataka,Mysuru,2026-06-19,1332,1332,1332
Ridgeguard(Tori),Davangere APMC,Karnataka,Davangere,2026-06-19,2000,800,3200
Ridgeguard(Tori),Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-19,2300,2000,2600
Ridgeguard(Tori),Bangarpet APMC,Karnataka,Kolar,2026-06-19,3000,2700,3200
Ridgeguard(Tori),Hospet APMC,Karnataka,Vijayanagara,2026-06-19,2500,2500,2500
Black pepper,Yellapur APMC,Karnataka,Uttara Kannada,2026-06-19,64099,52109,66299
Bitter gourd,Davangere APMC,Karnataka,Davangere,2026-06-19,2000,800,3000
Bitter gourd,Kadur APMC,Karnataka,Chikkamagaluru,2026-06-19,2082,2082,2082
Bitter gourd,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,2500,2000,3000
Black pepper,Shimoga APMC,Karnataka,Shivamogga,2026-06-19,41000,40000,41000
Wheat,Basava Kalayana APMC,Karnataka,Bidar,2026-06-19,2250,2150,2400
Groundnut,Raichur APMC,Karnataka,Raichur,2026-06-19,6559,4296,7612
Paddy(Common),Channagiri APMC,Karnataka,Davangere,2026-06-19,2640,2640,2640
Paddy(Common),Karkala APMC,Karnataka,Udupi,2026-06-19,3288,3288,3297
Paddy(Common),Ranebennur APMC,Karnataka,Haveri,2026-06-19,2600,2600,2600
Paddy(Common),Malavalli APMC,Karnataka,Mandya,2026-06-19,2300,2000,2850
Paddy(Common),Pandavapura APMC,Karnataka,Mandya,2026-06-19,2800,2500,3000
Paddy(Common),K.R.Nagar APMC,Karnataka,Mysuru,2026-06-19,2170,2000,3200
Paddy(Common),Davangere APMC,Karnataka,Davangere,2026-06-19,2884,2250,3073
Paddy(Common),Bhadravathi APMC,Karnataka,Shivamogga,2026-06-19,2400,2400,2400
Paddy(Common),Kollegal APMC,Karnataka,Chamarajanagar,2026-06-19,2400,2000,3000
Rice,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,4500,3700,5500
Black Gram(Urd Beans)(Whole),Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,7750,7500,8000
Black Gram(Urd Beans)(Whole),Laxmeshwar APMC,Karnataka,Gadag,2026-06-19,2008,1089,2719
Black Gram(Urd Beans)(Whole),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,5500,5000,6800
Drumstick,Davangere APMC,Karnataka,Davangere,2026-06-19,1200,700,1800
Onion,Bangarpet APMC,Karnataka,Kolar,2026-06-19,1700,1300,2000
Ragi(Finger Millet),Hassan APMC,Karnataka,Hassan,2026-06-19,4000,4000,4000
Ridgeguard(Tori),Kolar APMC,Karnataka,Kolar,2026-06-19,3000,2500,3500
Ridgeguard(Tori),Mysuru APMC,Karnataka,Mysuru,2026-06-19,1700,1600,1800
Ridgeguard(Tori),Hoskote APMC,Karnataka,Bengaluru Rural,2026-06-19,2000,1500,2500
Ridgeguard(Tori),Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-19,1900,1500,2200
Ridgeguard(Tori),Kadur APMC,Karnataka,Chikkamagaluru,2026-06-19,2776,2776,2776
Ridgeguard(Tori),Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,3500,3000,4000
Ridgeguard(Tori),Shimoga APMC,Karnataka,Shivamogga,2026-06-19,2500,2000,3000
Kulthi(Horse Gram),Laxmeshwar APMC,Karnataka,Gadag,2026-06-19,3381,2629,4378
Foxtail Millet(Navane),Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,3850,3500,4200
Paddy(Common),Channagiri APMC,Karnataka,Davangere,2026-06-19,2640,2640,2640
Paddy(Common),Karkala APMC,Karnataka,Udupi,2026-06-19,3288,3288,3297
Paddy(Common),Ranebennur APMC,Karnataka,Haveri,2026-06-19,2600,2600,2600
Paddy(Common),Malavalli APMC,Karnataka,Mandya,2026-06-19,2300,2000,2850
Paddy(Common),Pandavapura APMC,Karnataka,Mandya,2026-06-19,2800,2500,3000
Paddy(Common),K.R.Nagar APMC,Karnataka,Mysuru,2026-06-19,2170,2000,3200
Paddy(Common),Davangere APMC,Karnataka,Davangere,2026-06-19,2884,2250,3073
Paddy(Common),Bhadravathi APMC,Karnataka,Shivamogga,2026-06-19,2400,2400,2400
Paddy(Common),Kollegal APMC,Karnataka,Chamarajanagar,2026-06-19,2400,2000,3000
Black Gram(Urd Beans)(Whole),Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,7750,7500,8000
Black Gram(Urd Beans)(Whole),Laxmeshwar APMC,Karnataka,Gadag,2026-06-19,2008,1089,2719
Black Gram(Urd Beans)(Whole),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,5500,5000,6800
Rice,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,5700,5000,6400
Rice,Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,4500,3700,5500
Wheat,Basava Kalayana APMC,Karnataka,Bidar,2026-06-19,2250,2150,2400
Onion,Mysuru APMC,Karnataka,Mysuru,2026-06-19,1400,800,1800
Cashewnuts,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-19,14400,14000,15000
Potato,Davangere APMC,Karnataka,Davangere,2026-06-19,1500,800,2100
Potato,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,2000,1500,2500
Potato,Hospet APMC,Karnataka,Vijayanagara,2026-06-19,1300,1300,1300
Coconut,K.R. Pet APMC,Karnataka,Mandya,2026-06-19,17000,17000,30000
Carrot,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,6000,5000,7000
Beetroot,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-19,1800,1600,2000
Sweet Potato,Davangere APMC,Karnataka,Davangere,2026-06-19,1000,700,1800
Beetroot,Ranebennur APMC,Karnataka,Haveri,2026-06-19,2500,600,3000
Arecanut(Betelnut/Supari),Siddapur APMC,Karnataka,Uttara Kannada,2026-06-19,32769,25699,34139
Arecanut(Betelnut/Supari),Kumta APMC,Karnataka,Uttara Kannada,2026-06-19,32719,29999,33599
Arecanut(Betelnut/Supari),Puttur APMC,Karnataka,Dakshina Kannada,2026-06-19,29000,20000,33500
Arecanut(Betelnut/Supari),Belthangdi APMC,Karnataka,Dakshina Kannada,2026-06-19,23500,18000,28000
Arecanut(Betelnut/Supari),Kumta APMC,Karnataka,Uttara Kannada,2026-06-19,31089,16899,32999
Arecanut(Betelnut/Supari),Honnali APMC,Karnataka,Davangere,2026-06-19,29335,29335,29335
Arecanut(Betelnut/Supari),Koppa APMC,Karnataka,Chikkamagaluru,2026-06-19,22000,22000,22000
Arecanut(Betelnut/Supari),Belthangdi APMC,Karnataka,Dakshina Kannada,2026-06-19,28500,27500,47000
Arecanut(Betelnut/Supari),Sira APMC,Karnataka,Tumakuru,2026-06-19,50762,43674,52548
Arecanut(Betelnut/Supari),Yellapur APMC,Karnataka,Uttara Kannada,2026-06-19,51899,48499,53519
Arecanut(Betelnut/Supari),Huliyar APMC,Karnataka,Tumakuru,2026-06-19,25172,25100,25660
Arecanut(Betelnut/Supari),K.R.Nagar APMC,Karnataka,Mysuru,2026-06-19,14000,14000,14000
Wheat,Talikot APMC,Karnataka,Vijayapura,2026-06-19,2505,2500,2529
Cabbage,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-19,1650,1600,1700
Cabbage,Kolar APMC,Karnataka,Kolar,2026-06-19,1300,1000,1500
Cabbage,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,2400,2000,3000
Ladies Finger,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,3200,3000,3400
Ladies Finger,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-19,2000,1500,2500
Ladies Finger,Davangere APMC,Karnataka,Davangere,2026-06-19,2000,700,2900
Green Avare(W),"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,4000,3600,4400
Carrot,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,5500,5200,6000
Karbuja(Musk Melon),Davangere APMC,Karnataka,Davangere,2026-06-19,2500,2000,3000
Garlic,Davangere APMC,Karnataka,Davangere,2026-06-19,4200,1400,5200
Garlic,Bangarpet APMC,Karnataka,Kolar,2026-06-19,10000,9000,10500
Garlic,Shimoga APMC,Karnataka,Shivamogga,2026-06-19,14000,11000,18000
Alasande Gram,Savanur APMC,Karnataka,Haveri,2026-06-19,7100,7100,7100
Knool Khol,Mysuru APMC,Karnataka,Mysuru,2026-06-19,4400,4300,4500
Knool Khol,Bangarpet APMC,Karnataka,Kolar,2026-06-19,2000,1000,2300
Knool Khol,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,4000,3500,4400
Lime,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,4000,3500,4500
Chrysanthemum(Loose),Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-19,16500,5000,28000
Suvarna Gadde,Davangere APMC,Karnataka,Davangere,2026-06-19,1500,900,2000
Ginger(Green),Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-19,14000,12000,16000
Ginger(Green),Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,9000,8000,9800
Potato,Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,1300,1000,1600
Tamarind Seed,Tumakuru APMC,Karnataka,Tumakuru,2026-06-19,2650,2500,3200
Beans,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-19,7000,5000,9000
Beans,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,6100,6000,6200
Beans,Kolar APMC,Karnataka,Kolar,2026-06-19,11000,6000,12000
Beans,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-19,7000,6000,8000
Beans,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-19,8200,7500,8400
Beans,Bangarpet APMC,Karnataka,Kolar,2026-06-19,8000,7000,8300
Beans,Santhesargur APMC,Karnataka,Mysuru,2026-06-19,2075,2075,2075
Cowpea(Lobia/Karamani),Gadag APMC,Karnataka,Gadag,2026-06-19,5580,5386,5709
Mataki,Laxmeshwar APMC,Karnataka,Gadag,2026-06-19,11181,3188,14000
Rose(Loose)),Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-19,10500,8000,13000
Onion,Hubballi APMC,Karnataka,Dharwad,2026-06-19,1900,600,2200
Bajra(Pearl Millet/Cumbu),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,2450,2200,2800
Sheep,Bangarpet APMC,Karnataka,Kolar,2026-06-19,10000,9000,15000
Cow,Bangarpet APMC,Karnataka,Kolar,2026-06-19,40000,30000,45000
Bunch Beans,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,5000,4500,5500
Bull,Bangarpet APMC,Karnataka,Kolar,2026-06-19,65000,55000,70000
Chilly Capsicum,Mysuru APMC,Karnataka,Mysuru,2026-06-19,6000,5000,6500
Cucumbar(Kheera),Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,2000,1800,2200
Raddish,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,1800,1600,20000
Raddish,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-19,1500,1000,2000
Thondekai,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-19,1900,1800,2000
Brinjal,Nanjangud APMC,Karnataka,Mysuru,2026-06-19,2564,2380,2777
Calf,Channarayapatna APMC,Karnataka,Hassan,2026-06-19,7500,5000,8000
Green Chilli,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-19,3500,3000,4000
Green Chilli,Channapatna APMC,Karnataka,Bengaluru South,2026-06-19,4300,4000,4500
Green Chilli,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,3500,3000,4000
Copra,Channarayapatna APMC,Karnataka,Hassan,2026-06-19,27500,27500,27500
Copra,Sira APMC,Karnataka,Tumakuru,2026-06-19,18500,18500,18500
Bitter gourd,Kolar APMC,Karnataka,Kolar,2026-06-19,3200,2000,4000
Sunflower/Sunflower Seed,Soundati APMC,Karnataka,Belagavi,2026-06-19,7700,7700,7700
Mango,Srinivasapur APMC,Karnataka,Kolar,2026-06-19,2100,1800,2500
Banana,Channapatna APMC,Karnataka,Bengaluru South,2026-06-19,5800,3300,6500
Mango,Srinivasapur APMC,Karnataka,Kolar,2026-06-19,2800,600,3500
Tomato,Channapatna APMC,Karnataka,Bengaluru South,2026-06-19,3000,1750,3500
Tomato,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-19,2200,1400,3100
Tomato,Bangarpet APMC,Karnataka,Kolar,2026-06-19,1300,1000,1500
Tomato,Shimoga APMC,Karnataka,Shivamogga,2026-06-19,1600,800,2400
Bengal Gram(Gram)(Whole),Hubballi APMC,Karnataka,Dharwad,2026-06-19,4505,3739,5916
Maize,Channagiri APMC,Karnataka,Davangere,2026-06-19,1600,1600,1600
Maize,Sorabha APMC,Karnataka,Shivamogga,2026-06-19,2500,2500,2500
Maize,Hanagal APMC,Karnataka,Haveri,2026-06-19,2200,2000,2200
Maize,Gadag APMC,Karnataka,Gadag,2026-06-19,2111,2111,2111
Jowar(Sorghum),Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,3650,3500,3800
Bengal Gram(Gram)(Whole),Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,7250,7000,7500
Bengal Gram(Gram)(Whole),Rona APMC,Karnataka,Gadag,2026-06-19,5800,5800,5800
Bengal Gram(Gram)(Whole),Sedam APMC,Karnataka,Kalaburagi,2026-06-19,6000,6000,6000
Jowar(Sorghum),Ballari APMC,Karnataka,Bellary,2026-06-19,3000,2826,3121
Banana,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,1650,600,2700
Maize,Vijayapura APMC,Karnataka,Vijayapura,2026-06-19,2227,2217,2237
Maize,Haliyala APMC,Karnataka,Uttara Kannada,2026-06-19,2250,2200,2250
Maize,Mundgod APMC,Karnataka,Uttara Kannada,2026-06-19,2030,2030,2100
Maize,Holalkere APMC,Karnataka,Chitradurga,2026-06-19,2100,2100,2100
Maize,Challakere APMC,Karnataka,Chitradurga,2026-06-19,2280,1450,2321
Tender Coconut,K.R. Pet APMC,Karnataka,Mandya,2026-06-19,15000,10000,36000
Tender Coconut,Mandya APMC,Karnataka,Mandya,2026-06-19,25000,10000,35000
Tender Coconut,Holenarsipura APMC,Karnataka,Hassan,2026-06-19,15000,8000,15000
Paddy(Common),Channarayapatna APMC,Karnataka,Hassan,2026-06-19,2100,2100,2100
Paddy(Common),Dharwar APMC,Karnataka,Dharwad,2026-06-19,2400,2400,2400
Paddy(Common),Maddur APMC,Karnataka,Mandya,2026-06-19,2370,2370,2650
Paddy(Common),Haliyala APMC,Karnataka,Uttara Kannada,2026-06-19,2400,2350,2470
Paddy(Common),Honnali APMC,Karnataka,Davangere,2026-06-19,2400,2400,2400
Paddy(Common),Tumakuru APMC,Karnataka,Tumakuru,2026-06-19,2400,1900,2900
Paddy(Common),Gangavathi APMC,Karnataka,Koppal,2026-06-19,3200,2970,3485
Rice,Mundgod APMC,Karnataka,Uttara Kannada,2026-06-19,2725,2725,2725
Rice,Sindhanur APMC,Karnataka,Raichur,2026-06-19,2200,2200,2200
Rice,Karatagi APMC,Karnataka,Koppal,2026-06-19,2150,2150,2150
Rice,K.R. Pet APMC,Karnataka,Mandya,2026-06-19,2500,2500,2500
Black Gram(Urd Beans)(Whole),Hospet APMC,Karnataka,Vijayanagara,2026-06-19,10900,10600,10900
Black Gram(Urd Beans)(Whole),Bidar APMC,Karnataka,Bidar,2026-06-19,4868,3011,6125
Rice,Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,4900,4800,5000
Rice,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-19,2800,2800,2800
Wheat,Hospet APMC,Karnataka,Vijayanagara,2026-06-19,3375,3000,3375
Wheat,Nargunda APMC,Karnataka,Gadag,2026-06-19,2400,2350,2450
Wheat,Bagalkot APMC,Karnataka,Bagalkot,2026-06-19,2450,2450,2450
Groundnut,Kottur APMC,Karnataka,Vijayanagara,2026-06-19,6495,5769,8400
Green Gram(Moong)(Whole),Ballari APMC,Karnataka,Bellary,2026-06-19,5828,5828,5828
"Sesamum(Sesame,Gingelly,Til)",Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-19,9000,7000,11000
Copra,Arasikere APMC,Karnataka,Hassan,2026-06-19,18000,18000,18000
Copra,Tiptur APMC,Karnataka,Tumakuru,2026-06-19,21000,8000,21500
Copra,Turvekere APMC,Karnataka,Tumakuru,2026-06-19,16000,11000,20000
Copra,Huliyar APMC,Karnataka,Tumakuru,2026-06-19,27000,27000,27450
Green Chilli,Davangere APMC,Karnataka,Davangere,2026-06-19,2500,1200,3400
Green Chilli,Mysuru APMC,Karnataka,Mysuru,2026-06-19,1900,1800,2000
Green Chilli,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-19,2000,1600,2400
Bottle gourd,Mysuru APMC,Karnataka,Mysuru,2026-06-19,600,500,700
Beetroot,Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-19,1600,1500,1700
Capsicum,Davangere APMC,Karnataka,Davangere,2026-06-19,4200,3300,5200
Capsicum,Shimoga APMC,Karnataka,Shivamogga,2026-06-19,9000,8000,10000
Black pepper,Mudigere APMC,Karnataka,Chikkamagaluru,2026-06-19,52416,35200,52416
Beans,Nanjangud APMC,Karnataka,Mysuru,2026-06-19,2567,2380,2777
Beans,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,4500,4000,5000
Arecanut(Betelnut/Supari),Kumta APMC,Karnataka,Uttara Kannada,2026-06-19,23469,10189,25999
Arecanut(Betelnut/Supari),Shimoga(Theertahalli) APMC,Karnataka,Shivamogga,2026-06-19,28210,28210,28210
Arecanut(Betelnut/Supari),Puttur APMC,Karnataka,Dakshina Kannada,2026-06-19,42000,30000,47000
Arecanut(Betelnut/Supari),Karkala APMC,Karnataka,Udupi,2026-06-19,42500,30000,47000
Arecanut(Betelnut/Supari),Mangaluru APMC,Karnataka,Dakshina Kannada,2026-06-19,32000,30000,47000
Ginger(Green),Chickkaballapura APMC,Karnataka,Chikkaballapur,2026-06-19,6500,6000,7000
Ginger(Green),"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,7800,7500,8000
Onion,Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,1800,1600,2200
Onion,K.R. Pet APMC,Karnataka,Mandya,2026-06-19,1500,1500,1500
Grapes,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,2500,2000,3000
Pineapple,Mysuru APMC,Karnataka,Mysuru,2026-06-19,2790,2717,2800
Bajra(Pearl Millet/Cumbu),Lingasugur APMC,Karnataka,Raichur,2026-06-19,2300,2100,2560
Cauliflower,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,2600,2500,2800
Cauliflower,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,2500,2000,2800
Cashewnuts,Karkala APMC,Karnataka,Udupi,2026-06-19,15500,15500,15500
Ridgeguard(Tori),"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,2800,2600,3000
Red gram split/Arhar dal/Tur dal,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-19,14080,14080,14080
Peas Wet,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,17000,16000,18000
Bengal Gram Dal(Chana Dal),Bengaluru APMC,Karnataka,Bengaluru,2026-06-19,7350,7200,7500
Sweet Pumpkin,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-19,1400,1000,1600
Sweet Pumpkin,K.R. Pet APMC,Karnataka,Mandya,2026-06-19,500,500,600
Lime,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,3200,2800,4000
Lime,Shimoga APMC,Karnataka,Shivamogga,2026-06-19,7500,5000,10000
Knool Khol,Kolar APMC,Karnataka,Kolar,2026-06-19,1700,1500,2000
Knool Khol,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-19,2500,2000,3000
Suvarna Gadde,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-19,3900,3800,4000
Suvarna Gadde,Mysuru APMC,Karnataka,Mysuru,2026-06-19,2100,2000,2200
Carrot,Davangere APMC,Karnataka,Davangere,2026-06-19,2800,1000,3400
Carrot,Kolar APMC,Karnataka,Kolar,2026-06-19,5000,3000,5500
Carrot,Mysuru APMC,Karnataka,Mysuru,2026-06-19,6400,6300,6500
Cow,Channarayapatna APMC,Karnataka,Hassan,2026-06-19,30000,25000,45000
